DeviceID,Time,Power(kW)
STP 17000TL-10 435,20.01.2020 18:00,0.00
STP 17000TL-10 561,20.01.2020 18:00,0.00
STP 17000TL-10 431,19.01.2020 08:00,0.16
STP 17000TL-10 435,19.01.2020 08:00,0.17
STP 17000TL-10 561,19.01.2020 08:00,0.15
STP 17000TL-10 431,19.01.2020 09:00,1.37
STP 17000TL-10 435,19.01.2020 09:00,1.40
STP 17000TL-10 561,19.01.2020 09:00,1.24
STP 17000TL-10 431,19.01.2020 13:00,1.98
STP 17000TL-10 435,19.01.2020 13:00,2.09
STP 17000TL-10 561,19.01.2020 13:00,1.94
STP 17000TL-10 431,19.01.2020 10:00,1.20
STP 17000TL-10 435,19.01.2020 10:00,1.25
STP 17000TL-10 561,19.01.2020 10:00,1.13
STP 17000TL-10 431,19.01.2020 12:00,1.94
STP 17000TL-10 435,19.01.2020 12:00,2.01
STP 17000TL-10 561,19.01.2020 12:00,1.83
STP 17000TL-10 431,19.01.2020 11:00,1.69
STP 17000TL-10 435,19.01.2020 11:00,1.78
STP 17000TL-10 561,19.01.2020 11:00,1.63
STP 17000TL-10 431,19.01.2020 17:00,0.34
STP 17000TL-10 435,19.01.2020 17:00,0.33
STP 17000TL-10 561,19.01.2020 17:00,0.29
STP 17000TL-10 431,19.01.2020 14:00,3.40
STP 17000TL-10 435,19.01.2020 14:00,1.76
STP 17000TL-10 561,19.01.2020 14:00,3.07
STP 17000TL-10 431,19.01.2020 15:00,0.58
STP 17000TL-10 435,19.01.2020 15:00,0.59
STP 17000TL-10 561,19.01.2020 15:00,0.53
STP 17000TL-10 431,19.01.2020 16:00,0.63
STP 17000TL-10 435,19.01.2020 16:00,0.65
STP 17000TL-10 561,19.01.2020 16:00,0.58
STP 17000TL-10 431,19.01.2020 18:00,0.00
STP 17000TL-10 435,19.01.2020 18:00,0.00
STP 17000TL-10 561,19.01.2020 18:00,0.00
STP 17000TL-10 431,18.01.2020 08:00,0.16
STP 17000TL-10 435,18.01.2020 08:00,0.18
STP 17000TL-10 561,18.01.2020 08:00,0.15
STP 17000TL-10 431,18.01.2020 09:00,1.70
STP 17000TL-10 435,18.01.2020 09:00,1.67
STP 17000TL-10 561,18.01.2020 09:00,1.41
STP 17000TL-10 431,18.01.2020 13:00,7.93
STP 17000TL-10 435,18.01.2020 13:00,7.50
STP 17000TL-10 561,18.01.2020 13:00,6.67
STP 17000TL-10 431,18.01.2020 10:00,3.16
STP 17000TL-10 435,18.01.2020 10:00,2.91
STP 17000TL-10 561,18.01.2020 10:00,2.38
STP 17000TL-10 431,18.01.2020 12:00,7.23
STP 17000TL-10 435,18.01.2020 12:00,6.46
STP 17000TL-10 561,18.01.2020 12:00,5.86
STP 17000TL-10 431,18.01.2020 11:00,6.39
STP 17000TL-10 435,18.01.2020 11:00,6.07
STP 17000TL-10 561,18.01.2020 11:00,5.18
STP 17000TL-10 431,18.01.2020 17:00,0.54
STP 17000TL-10 435,18.01.2020 17:00,0.57
STP 17000TL-10 561,18.01.2020 17:00,0.56
STP 17000TL-10 431,18.01.2020 14:00,4.11
STP 17000TL-10 435,18.01.2020 14:00,4.18
STP 17000TL-10 561,18.01.2020 14:00,3.81
STP 17000TL-10 431,18.01.2020 15:00,1.71
STP 17000TL-10 435,18.01.2020 15:00,1.78
STP 17000TL-10 561,18.01.2020 15:00,1.65
STP 17000TL-10 431,18.01.2020 16:00,1.21
STP 17000TL-10 435,18.01.2020 16:00,1.30
STP 17000TL-10 561,18.01.2020 16:00,1.23
STP 17000TL-10 431,18.01.2020 18:00,0.01
STP 17000TL-10 435,18.01.2020 18:00,0.01
STP 17000TL-10 561,18.01.2020 18:00,0.01
STP 17000TL-10 431,17.01.2020 08:00,0.21
STP 17000TL-10 435,17.01.2020 08:00,0.22
STP 17000TL-10 561,17.01.2020 08:00,0.20
STP 17000TL-10 431,17.01.2020 09:00,1.22
STP 17000TL-10 435,17.01.2020 09:00,1.17
STP 17000TL-10 561,17.01.2020 09:00,0.97
STP 17000TL-10 431,17.01.2020 13:00,1.43
STP 17000TL-10 435,17.01.2020 13:00,1.55
STP 17000TL-10 561,17.01.2020 13:00,1.48
STP 17000TL-10 431,17.01.2020 10:00,2.82
STP 17000TL-10 435,17.01.2020 10:00,2.79
STP 17000TL-10 561,17.01.2020 10:00,2.38
STP 17000TL-10 431,17.01.2020 12:00,6.24
STP 17000TL-10 435,17.01.2020 12:00,5.82
STP 17000TL-10 561,17.01.2020 12:00,4.93
STP 17000TL-10 431,17.01.2020 11:00,5.15
STP 17000TL-10 435,17.01.2020 11:00,5.15
STP 17000TL-10 561,17.01.2020 11:00,4.29
STP 17000TL-10 431,17.01.2020 17:00,0.04
STP 17000TL-10 435,17.01.2020 17:00,0.05
STP 17000TL-10 561,17.01.2020 17:00,0.04
STP 17000TL-10 431,17.01.2020 14:00,0.96
STP 17000TL-10 435,17.01.2020 14:00,1.00
STP 17000TL-10 561,17.01.2020 14:00,0.94
STP 17000TL-10 431,17.01.2020 15:00,1.51
STP 17000TL-10 435,17.01.2020 15:00,1.57
STP 17000TL-10 561,17.01.2020 15:00,1.46
STP 17000TL-10 431,17.01.2020 16:00,0.72
STP 17000TL-10 435,17.01.2020 16:00,0.76
STP 17000TL-10 561,17.01.2020 16:00,0.70
STP 17000TL-10 431,16.01.2020 08:00,0.54
STP 17000TL-10 435,16.01.2020 08:00,0.56
STP 17000TL-10 561,16.01.2020 08:00,0.51
STP 17000TL-10 431,16.01.2020 09:00,1.42
STP 17000TL-10 435,16.01.2020 09:00,1.46
STP 17000TL-10 561,16.01.2020 09:00,1.31
STP 17000TL-10 431,16.01.2020 13:00,6.73
STP 17000TL-10 435,16.01.2020 13:00,6.47
STP 17000TL-10 561,16.01.2020 13:00,5.74
STP 17000TL-10 431,16.01.2020 10:00,2.42
STP 17000TL-10 435,16.01.2020 10:00,2.42
STP 17000TL-10 561,16.01.2020 10:00,2.09
STP 17000TL-10 431,16.01.2020 12:00,6.39
STP 17000TL-10 435,16.01.2020 12:00,6.00
STP 17000TL-10 561,16.01.2020 12:00,5.19
STP 17000TL-10 431,16.01.2020 11:00,3.41
STP 17000TL-10 435,16.01.2020 11:00,2.87
STP 17000TL-10 561,16.01.2020 11:00,3.02
STP 17000TL-10 431,16.01.2020 17:00,0.39
STP 17000TL-10 435,16.01.2020 17:00,0.42
STP 17000TL-10 561,16.01.2020 17:00,0.39
STP 17000TL-10 431,16.01.2020 14:00,6.67
STP 17000TL-10 435,16.01.2020 14:00,6.58
STP 17000TL-10 561,16.01.2020 14:00,5.93
STP 17000TL-10 431,16.01.2020 15:00,3.61
STP 17000TL-10 435,16.01.2020 15:00,3.74
STP 17000TL-10 561,16.01.2020 15:00,3.43
STP 17000TL-10 431,16.01.2020 16:00,2.06
STP 17000TL-10 435,16.01.2020 16:00,2.20
STP 17000TL-10 561,16.01.2020 16:00,2.09
STP 17000TL-10 431,16.01.2020 18:00,0.00
STP 17000TL-10 435,16.01.2020 18:00,0.00
STP 17000TL-10 561,16.01.2020 18:00,0.00
STP 17000TL-10 431,15.01.2020 08:00,0.61
STP 17000TL-10 435,15.01.2020 08:00,0.62
STP 17000TL-10 561,15.01.2020 08:00,0.51
STP 17000TL-10 431,15.01.2020 09:00,1.59
STP 17000TL-10 435,15.01.2020 09:00,1.67
STP 17000TL-10 561,15.01.2020 09:00,1.36
STP 17000TL-10 431,15.01.2020 13:00,9.12
STP 17000TL-10 435,15.01.2020 13:00,8.26
STP 17000TL-10 561,15.01.2020 13:00,7.21
STP 17000TL-10 431,15.01.2020 10:00,3.98
STP 17000TL-10 435,15.01.2020 10:00,3.87
STP 17000TL-10 561,15.01.2020 10:00,2.79
STP 17000TL-10 431,15.01.2020 12:00,10.02
STP 17000TL-10 435,15.01.2020 12:00,8.86
STP 17000TL-10 561,15.01.2020 12:00,7.35
STP 17000TL-10 431,15.01.2020 11:00,6.66
STP 17000TL-10 435,15.01.2020 11:00,6.64
STP 17000TL-10 561,15.01.2020 11:00,5.24
STP 17000TL-10 431,15.01.2020 17:00,0.71
STP 17000TL-10 435,15.01.2020 17:00,0.77
STP 17000TL-10 561,15.01.2020 17:00,0.78
STP 17000TL-10 431,15.01.2020 14:00,4.00
STP 17000TL-10 435,15.01.2020 14:00,3.95
STP 17000TL-10 561,15.01.2020 14:00,3.53
STP 17000TL-10 431,15.01.2020 15:00,3.23
STP 17000TL-10 435,15.01.2020 15:00,3.24
STP 17000TL-10 561,15.01.2020 15:00,2.96
STP 17000TL-10 431,15.01.2020 16:00,1.80
STP 17000TL-10 435,15.01.2020 16:00,1.88
STP 17000TL-10 561,15.01.2020 16:00,1.75
STP 17000TL-10 431,15.01.2020 18:00,0.02
STP 17000TL-10 435,15.01.2020 18:00,0.01
STP 17000TL-10 561,15.01.2020 18:00,0.01
STP 17000TL-10 431,14.01.2020 08:00,0.41
STP 17000TL-10 435,14.01.2020 08:00,0.39
STP 17000TL-10 561,14.01.2020 08:00,0.31
STP 17000TL-10 431,14.01.2020 07:00,0.00
STP 17000TL-10 435,14.01.2020 07:00,0.00
STP 17000TL-10 561,14.01.2020 07:00,0.00
STP 17000TL-10 431,14.01.2020 09:00,1.32
STP 17000TL-10 435,14.01.2020 09:00,1.26
STP 17000TL-10 561,14.01.2020 09:00,1.07
STP 17000TL-10 431,14.01.2020 13:00,10.85
STP 17000TL-10 435,14.01.2020 13:00,9.72
STP 17000TL-10 561,14.01.2020 13:00,8.44
STP 17000TL-10 431,14.01.2020 10:00,3.98
STP 17000TL-10 435,14.01.2020 10:00,3.61
STP 17000TL-10 561,14.01.2020 10:00,2.86
STP 17000TL-10 431,14.01.2020 12:00,9.95
STP 17000TL-10 435,14.01.2020 12:00,8.84
STP 17000TL-10 561,14.01.2020 12:00,7.31
STP 17000TL-10 431,14.01.2020 11:00,6.33
STP 17000TL-10 435,14.01.2020 11:00,6.05
STP 17000TL-10 561,14.01.2020 11:00,4.90
STP 17000TL-10 431,14.01.2020 17:00,0.56
STP 17000TL-10 435,14.01.2020 17:00,0.63
STP 17000TL-10 561,14.01.2020 17:00,0.63
STP 17000TL-10 431,14.01.2020 14:00,10.03
STP 17000TL-10 435,14.01.2020 14:00,9.52
STP 17000TL-10 561,14.01.2020 14:00,8.53
STP 17000TL-10 431,14.01.2020 15:00,7.98
STP 17000TL-10 435,14.01.2020 15:00,7.92
STP 17000TL-10 561,14.01.2020 15:00,6.97
STP 17000TL-10 431,14.01.2020 16:00,1.73
STP 17000TL-10 435,14.01.2020 16:00,1.82
STP 17000TL-10 561,14.01.2020 16:00,1.64
STP 17000TL-10 431,14.01.2020 18:00,0.01
STP 17000TL-10 435,14.01.2020 18:00,0.01
STP 17000TL-10 561,14.01.2020 18:00,0.01
STP 17000TL-10 431,13.01.2020 08:00,0.28
STP 17000TL-10 435,13.01.2020 08:00,0.28
STP 17000TL-10 561,13.01.2020 08:00,0.25
STP 17000TL-10 431,13.01.2020 07:00,0.00
STP 17000TL-10 435,13.01.2020 07:00,0.00
STP 17000TL-10 431,13.01.2020 09:00,0.47
STP 17000TL-10 435,13.01.2020 09:00,0.48
STP 17000TL-10 561,13.01.2020 09:00,0.42
STP 17000TL-10 431,13.01.2020 13:00,2.11
STP 17000TL-10 435,13.01.2020 13:00,2.06
STP 17000TL-10 561,13.01.2020 13:00,1.86
STP 17000TL-10 431,13.01.2020 10:00,2.32
STP 17000TL-10 435,13.01.2020 10:00,2.36
STP 17000TL-10 561,13.01.2020 10:00,2.02
STP 17000TL-10 431,13.01.2020 12:00,5.25
STP 17000TL-10 435,13.01.2020 12:00,5.13
STP 17000TL-10 561,13.01.2020 12:00,4.40
STP 17000TL-10 431,13.01.2020 11:00,4.92
STP 17000TL-10 435,13.01.2020 11:00,5.15
STP 17000TL-10 561,13.01.2020 11:00,4.18
STP 17000TL-10 431,13.01.2020 17:00,0.52
STP 17000TL-10 435,13.01.2020 17:00,0.56
STP 17000TL-10 561,13.01.2020 17:00,0.55
STP 17000TL-10 431,13.01.2020 14:00,0.74
STP 17000TL-10 435,13.01.2020 14:00,0.78
STP 17000TL-10 561,13.01.2020 14:00,0.73
STP 17000TL-10 431,13.01.2020 15:00,2.48
STP 17000TL-10 435,13.01.2020 15:00,2.53
STP 17000TL-10 561,13.01.2020 15:00,2.33
STP 17000TL-10 431,13.01.2020 16:00,0.86
STP 17000TL-10 435,13.01.2020 16:00,0.90
STP 17000TL-10 561,13.01.2020 16:00,0.86
STP 17000TL-10 431,13.01.2020 18:00,0.00
STP 17000TL-10 435,13.01.2020 18:00,0.00
STP 17000TL-10 561,13.01.2020 18:00,0.00
STP 17000TL-10 431,12.01.2020 08:00,0.17
STP 17000TL-10 435,12.01.2020 08:00,0.18
STP 17000TL-10 561,12.01.2020 08:00,0.14
STP 17000TL-10 431,12.01.2020 09:00,0.58
STP 17000TL-10 435,12.01.2020 09:00,0.60
STP 17000TL-10 561,12.01.2020 09:00,0.55
STP 17000TL-10 431,12.01.2020 13:00,3.74
STP 17000TL-10 435,12.01.2020 13:00,3.78
STP 17000TL-10 561,12.01.2020 13:00,3.51
STP 17000TL-10 431,12.01.2020 10:00,2.20
STP 17000TL-10 435,12.01.2020 10:00,2.26
STP 17000TL-10 561,12.01.2020 10:00,2.05
STP 17000TL-10 431,12.01.2020 12:00,4.06
STP 17000TL-10 435,12.01.2020 12:00,4.10
STP 17000TL-10 561,12.01.2020 12:00,3.69
STP 17000TL-10 431,12.01.2020 11:00,3.05
STP 17000TL-10 435,12.01.2020 11:00,3.14
STP 17000TL-10 561,12.01.2020 11:00,2.84
STP 17000TL-10 431,12.01.2020 17:00,0.04
STP 17000TL-10 435,12.01.2020 17:00,0.04
STP 17000TL-10 561,12.01.2020 17:00,0.03
STP 17000TL-10 431,12.01.2020 14:00,2.77
STP 17000TL-10 435,12.01.2020 14:00,2.82
STP 17000TL-10 561,12.01.2020 14:00,2.58
STP 17000TL-10 431,12.01.2020 15:00,1.73
STP 17000TL-10 435,12.01.2020 15:00,1.76
STP 17000TL-10 561,12.01.2020 15:00,1.60
STP 17000TL-10 431,12.01.2020 16:00,0.12
STP 17000TL-10 435,12.01.2020 16:00,0.11
STP 17000TL-10 561,12.01.2020 16:00,0.09
STP 17000TL-10 431,11.01.2020 08:00,0.35
STP 17000TL-10 435,11.01.2020 08:00,0.35
STP 17000TL-10 561,11.01.2020 08:00,0.24
STP 17000TL-10 431,11.01.2020 07:00,0.00
STP 17000TL-10 435,11.01.2020 07:00,0.00
STP 17000TL-10 561,11.01.2020 07:00,0.00
STP 17000TL-10 431,11.01.2020 09:00,0.88
STP 17000TL-10 435,11.01.2020 09:00,1.44
STP 17000TL-10 561,11.01.2020 09:00,0.77
STP 17000TL-10 431,11.01.2020 13:00,11.26
STP 17000TL-10 435,11.01.2020 13:00,10.17
STP 17000TL-10 561,11.01.2020 13:00,8.91
STP 17000TL-10 431,11.01.2020 10:00,4.12
STP 17000TL-10 435,11.01.2020 10:00,3.89
STP 17000TL-10 561,11.01.2020 10:00,2.84
STP 17000TL-10 431,11.01.2020 12:00,5.55
STP 17000TL-10 435,11.01.2020 12:00,4.76
STP 17000TL-10 561,11.01.2020 12:00,4.44
STP 17000TL-10 431,11.01.2020 11:00,6.08
STP 17000TL-10 435,11.01.2020 11:00,5.64
STP 17000TL-10 561,11.01.2020 11:00,4.97
STP 17000TL-10 431,11.01.2020 17:00,0.24
STP 17000TL-10 435,11.01.2020 17:00,0.26
STP 17000TL-10 561,11.01.2020 17:00,0.24
STP 17000TL-10 431,11.01.2020 14:00,10.38
STP 17000TL-10 435,11.01.2020 14:00,9.97
STP 17000TL-10 561,11.01.2020 14:00,9.01
STP 17000TL-10 431,11.01.2020 15:00,8.19
STP 17000TL-10 435,11.01.2020 15:00,8.10
STP 17000TL-10 561,11.01.2020 15:00,7.24
STP 17000TL-10 431,11.01.2020 16:00,1.62
STP 17000TL-10 435,11.01.2020 16:00,1.71
STP 17000TL-10 561,11.01.2020 16:00,1.60
STP 17000TL-10 431,11.01.2020 18:00,0.00
STP 17000TL-10 435,11.01.2020 18:00,0.00
STP 17000TL-10 561,11.01.2020 18:00,0.00
STP 17000TL-10 431,10.01.2020 08:00,0.13
STP 17000TL-10 435,10.01.2020 08:00,0.18
STP 17000TL-10 561,10.01.2020 08:00,0.17
STP 17000TL-10 431,10.01.2020 09:00,1.40
STP 17000TL-10 435,10.01.2020 09:00,1.41
STP 17000TL-10 561,10.01.2020 09:00,1.24
STP 17000TL-10 431,10.01.2020 13:00,10.41
STP 17000TL-10 435,10.01.2020 13:00,9.54
STP 17000TL-10 561,10.01.2020 13:00,6.24
STP 17000TL-10 431,10.01.2020 10:00,3.18
STP 17000TL-10 435,10.01.2020 10:00,3.25
STP 17000TL-10 561,10.01.2020 10:00,2.88
STP 17000TL-10 431,10.01.2020 12:00,7.84
STP 17000TL-10 435,10.01.2020 12:00,7.25
STP 17000TL-10 561,10.01.2020 12:00,6.14
STP 17000TL-10 431,10.01.2020 11:00,4.32
STP 17000TL-10 435,10.01.2020 11:00,4.38
STP 17000TL-10 561,10.01.2020 11:00,3.64
STP 17000TL-10 431,10.01.2020 17:00,0.60
STP 17000TL-10 435,10.01.2020 17:00,0.67
STP 17000TL-10 561,10.01.2020 17:00,0.69
STP 17000TL-10 431,10.01.2020 14:00,4.38
STP 17000TL-10 435,10.01.2020 14:00,4.40
STP 17000TL-10 561,10.01.2020 14:00,4.01
STP 17000TL-10 431,10.01.2020 15:00,4.43
STP 17000TL-10 435,10.01.2020 15:00,4.39
STP 17000TL-10 561,10.01.2020 15:00,3.93
STP 17000TL-10 431,10.01.2020 16:00,1.90
STP 17000TL-10 435,10.01.2020 16:00,2.00
STP 17000TL-10 561,10.01.2020 16:00,1.90
STP 17000TL-10 431,10.01.2020 18:00,0.00
STP 17000TL-10 435,10.01.2020 18:00,0.00
STP 17000TL-10 561,10.01.2020 18:00,0.00
STP 17000TL-10 431,09.01.2020 08:00,0.12
STP 17000TL-10 435,09.01.2020 08:00,0.13
STP 17000TL-10 561,09.01.2020 08:00,0.11
STP 17000TL-10 431,09.01.2020 09:00,0.46
STP 17000TL-10 435,09.01.2020 09:00,0.49
STP 17000TL-10 561,09.01.2020 09:00,0.46
STP 17000TL-10 431,09.01.2020 13:00,1.64
STP 17000TL-10 435,09.01.2020 13:00,1.69
STP 17000TL-10 561,09.01.2020 13:00,1.51
STP 17000TL-10 431,09.01.2020 10:00,1.77
STP 17000TL-10 435,09.01.2020 10:00,1.87
STP 17000TL-10 561,09.01.2020 10:00,1.71
STP 17000TL-10 431,09.01.2020 12:00,1.55
STP 17000TL-10 435,09.01.2020 12:00,1.60
STP 17000TL-10 561,09.01.2020 12:00,1.42
STP 17000TL-10 431,09.01.2020 11:00,0.67
STP 17000TL-10 435,09.01.2020 11:00,0.70
STP 17000TL-10 561,09.01.2020 11:00,0.64
STP 17000TL-10 431,09.01.2020 17:00,0.04
STP 17000TL-10 435,09.01.2020 17:00,0.03
STP 17000TL-10 561,09.01.2020 17:00,0.03
STP 17000TL-10 431,09.01.2020 14:00,0.73
STP 17000TL-10 435,09.01.2020 14:00,0.74
STP 17000TL-10 561,09.01.2020 14:00,0.68
STP 17000TL-10 431,09.01.2020 15:00,1.75
STP 17000TL-10 435,09.01.2020 15:00,1.83
STP 17000TL-10 561,09.01.2020 15:00,1.68
STP 17000TL-10 431,09.01.2020 16:00,1.04
STP 17000TL-10 435,09.01.2020 16:00,1.07
STP 17000TL-10 561,09.01.2020 16:00,1.01
STP 17000TL-10 431,08.01.2020 08:00,0.83
STP 17000TL-10 435,08.01.2020 08:00,0.84
STP 17000TL-10 561,08.01.2020 08:00,0.72
STP 17000TL-10 431,08.01.2020 07:00,0.00
STP 17000TL-10 435,08.01.2020 07:00,0.00
STP 17000TL-10 561,08.01.2020 07:00,0.00
STP 17000TL-10 431,08.01.2020 09:00,2.43
STP 17000TL-10 435,08.01.2020 09:00,2.36
STP 17000TL-10 561,08.01.2020 09:00,1.93
STP 17000TL-10 431,08.01.2020 13:00,4.86
STP 17000TL-10 435,08.01.2020 13:00,3.72
STP 17000TL-10 561,08.01.2020 13:00,4.22
STP 17000TL-10 431,08.01.2020 10:00,4.24
STP 17000TL-10 435,08.01.2020 10:00,4.10
STP 17000TL-10 561,08.01.2020 10:00,3.42
STP 17000TL-10 431,08.01.2020 12:00,5.74
STP 17000TL-10 435,08.01.2020 12:00,4.65
STP 17000TL-10 561,08.01.2020 12:00,4.88
STP 17000TL-10 431,08.01.2020 11:00,5.06
STP 17000TL-10 435,08.01.2020 11:00,4.57
STP 17000TL-10 561,08.01.2020 11:00,4.38
STP 17000TL-10 431,08.01.2020 17:00,0.21
STP 17000TL-10 435,08.01.2020 17:00,0.21
STP 17000TL-10 561,08.01.2020 17:00,0.17
STP 17000TL-10 431,08.01.2020 14:00,2.64
STP 17000TL-10 435,08.01.2020 14:00,2.67
STP 17000TL-10 561,08.01.2020 14:00,2.34
STP 17000TL-10 431,08.01.2020 15:00,1.03
STP 17000TL-10 435,08.01.2020 15:00,1.05
STP 17000TL-10 561,08.01.2020 15:00,0.94
STP 17000TL-10 431,08.01.2020 16:00,0.40
STP 17000TL-10 435,08.01.2020 16:00,0.41
STP 17000TL-10 561,08.01.2020 16:00,0.36
STP 17000TL-10 431,07.01.2020 08:00,0.37
STP 17000TL-10 435,07.01.2020 08:00,0.36
STP 17000TL-10 561,07.01.2020 08:00,0.26
STP 17000TL-10 431,07.01.2020 07:00,0.00
STP 17000TL-10 435,07.01.2020 07:00,0.00
STP 17000TL-10 561,07.01.2020 07:00,0.00
STP 17000TL-10 431,07.01.2020 09:00,1.19
STP 17000TL-10 435,07.01.2020 09:00,1.42
STP 17000TL-10 561,07.01.2020 09:00,0.83
STP 17000TL-10 431,07.01.2020 13:00,7.07
STP 17000TL-10 435,07.01.2020 13:00,6.54
STP 17000TL-10 561,07.01.2020 13:00,5.84
STP 17000TL-10 431,07.01.2020 10:00,3.85
STP 17000TL-10 435,07.01.2020 10:00,3.83
STP 17000TL-10 561,07.01.2020 10:00,2.83
STP 17000TL-10 431,07.01.2020 12:00,7.91
STP 17000TL-10 435,07.01.2020 12:00,7.46
STP 17000TL-10 561,07.01.2020 12:00,6.31
STP 17000TL-10 431,07.01.2020 11:00,6.12
STP 17000TL-10 435,07.01.2020 11:00,6.45
STP 17000TL-10 561,07.01.2020 11:00,5.14
STP 17000TL-10 431,07.01.2020 17:00,0.13
STP 17000TL-10 435,07.01.2020 17:00,0.14
STP 17000TL-10 561,07.01.2020 17:00,0.12
STP 17000TL-10 431,07.01.2020 14:00,2.88
STP 17000TL-10 435,07.01.2020 14:00,2.89
STP 17000TL-10 561,07.01.2020 14:00,2.65
STP 17000TL-10 431,07.01.2020 15:00,0.84
STP 17000TL-10 435,07.01.2020 15:00,0.90
STP 17000TL-10 561,07.01.2020 15:00,0.86
STP 17000TL-10 431,07.01.2020 16:00,0.46
STP 17000TL-10 435,07.01.2020 16:00,0.48
STP 17000TL-10 561,07.01.2020 16:00,0.43
STP 17000TL-10 431,06.01.2020 08:00,0.25
STP 17000TL-10 435,06.01.2020 08:00,0.30
STP 17000TL-10 561,06.01.2020 08:00,0.19
STP 17000TL-10 431,06.01.2020 07:00,0.00
STP 17000TL-10 435,06.01.2020 07:00,0.00
STP 17000TL-10 561,06.01.2020 07:00,0.00
STP 17000TL-10 431,06.01.2020 09:00,0.95
STP 17000TL-10 435,06.01.2020 09:00,1.43
STP 17000TL-10 561,06.01.2020 09:00,0.62
STP 17000TL-10 431,06.01.2020 13:00,11.51
STP 17000TL-10 435,06.01.2020 13:00,10.17
STP 17000TL-10 561,06.01.2020 13:00,8.92
STP 17000TL-10 431,06.01.2020 10:00,3.70
STP 17000TL-10 435,06.01.2020 10:00,3.97
STP 17000TL-10 561,06.01.2020 10:00,2.82
STP 17000TL-10 431,06.01.2020 12:00,10.26
STP 17000TL-10 435,06.01.2020 12:00,9.22
STP 17000TL-10 561,06.01.2020 12:00,7.71
STP 17000TL-10 431,06.01.2020 11:00,7.17
STP 17000TL-10 435,06.01.2020 11:00,7.07
STP 17000TL-10 561,06.01.2020 11:00,5.59
STP 17000TL-10 431,06.01.2020 17:00,0.30
STP 17000TL-10 435,06.01.2020 17:00,0.32
STP 17000TL-10 561,06.01.2020 17:00,0.57
STP 17000TL-10 431,06.01.2020 14:00,10.88
STP 17000TL-10 435,06.01.2020 14:00,10.09
STP 17000TL-10 561,06.01.2020 14:00,9.06
STP 17000TL-10 431,06.01.2020 15:00,8.23
STP 17000TL-10 435,06.01.2020 15:00,7.64
STP 17000TL-10 561,06.01.2020 15:00,6.36
STP 17000TL-10 431,06.01.2020 16:00,0.83
STP 17000TL-10 435,06.01.2020 16:00,0.85
STP 17000TL-10 561,06.01.2020 16:00,1.42
STP 17000TL-10 431,06.01.2020 18:00,0.00
STP 17000TL-10 435,06.01.2020 18:00,0.00
STP 17000TL-10 561,06.01.2020 18:00,0.00
STP 17000TL-10 431,05.01.2020 08:00,0.06
STP 17000TL-10 435,05.01.2020 08:00,0.06
STP 17000TL-10 561,05.01.2020 08:00,0.05
STP 17000TL-10 431,05.01.2020 07:00,0.00
STP 17000TL-10 435,05.01.2020 07:00,0.00
STP 17000TL-10 431,05.01.2020 09:00,0.73
STP 17000TL-10 435,05.01.2020 09:00,0.73
STP 17000TL-10 561,05.01.2020 09:00,0.62
STP 17000TL-10 431,05.01.2020 13:00,0.93
STP 17000TL-10 435,05.01.2020 13:00,0.96
STP 17000TL-10 561,05.01.2020 13:00,0.88
STP 17000TL-10 431,05.01.2020 10:00,2.46
STP 17000TL-10 435,05.01.2020 10:00,1.95
STP 17000TL-10 561,05.01.2020 10:00,2.15
STP 17000TL-10 431,05.01.2020 12:00,1.36
STP 17000TL-10 435,05.01.2020 12:00,1.36
STP 17000TL-10 561,05.01.2020 12:00,1.20
STP 17000TL-10 431,05.01.2020 11:00,2.33
STP 17000TL-10 435,05.01.2020 11:00,0.66
STP 17000TL-10 561,05.01.2020 11:00,2.07
STP 17000TL-10 431,05.01.2020 17:00,0.00
STP 17000TL-10 435,05.01.2020 17:00,0.00
STP 17000TL-10 561,05.01.2020 17:00,0.00
STP 17000TL-10 431,05.01.2020 14:00,0.76
STP 17000TL-10 435,05.01.2020 14:00,0.79
STP 17000TL-10 561,05.01.2020 14:00,0.71
STP 17000TL-10 431,05.01.2020 15:00,0.88
STP 17000TL-10 435,05.01.2020 15:00,0.93
STP 17000TL-10 561,05.01.2020 15:00,0.85
STP 17000TL-10 431,05.01.2020 16:00,0.60
STP 17000TL-10 435,05.01.2020 16:00,0.58
STP 17000TL-10 561,05.01.2020 16:00,0.50
STP 17000TL-10 431,04.01.2020 08:00,0.08
STP 17000TL-10 435,04.01.2020 08:00,0.08
STP 17000TL-10 561,04.01.2020 08:00,0.05
STP 17000TL-10 431,04.01.2020 07:00,0.00
STP 17000TL-10 431,04.01.2020 09:00,0.13
STP 17000TL-10 435,04.01.2020 09:00,0.13
STP 17000TL-10 561,04.01.2020 09:00,0.12
STP 17000TL-10 431,04.01.2020 13:00,8.46
STP 17000TL-10 435,04.01.2020 13:00,7.79
STP 17000TL-10 561,04.01.2020 13:00,6.70
STP 17000TL-10 431,04.01.2020 10:00,0.81
STP 17000TL-10 435,04.01.2020 10:00,0.86
STP 17000TL-10 561,04.01.2020 10:00,0.81
STP 17000TL-10 431,04.01.2020 12:00,9.58
STP 17000TL-10 435,04.01.2020 12:00,7.60
STP 17000TL-10 561,04.01.2020 12:00,7.68
STP 17000TL-10 431,04.01.2020 11:00,3.68
STP 17000TL-10 435,04.01.2020 11:00,3.77
STP 17000TL-10 561,04.01.2020 11:00,3.14
