DeviceID,Time,Power(kW)
STP 17000TL-10 435,06.03.2019 10:00,5.65
STP 17000TL-10 561,06.03.2019 10:00,4.81
STP 17000TL-10 431,06.03.2019 12:00,5.36
STP 17000TL-10 435,06.03.2019 12:00,5.24
STP 17000TL-10 561,06.03.2019 12:00,4.75
STP 17000TL-10 431,06.03.2019 11:00,4.99
STP 17000TL-10 435,06.03.2019 11:00,4.80
STP 17000TL-10 561,06.03.2019 11:00,4.18
STP 17000TL-10 431,06.03.2019 17:00,0.55
STP 17000TL-10 435,06.03.2019 17:00,0.63
STP 17000TL-10 561,06.03.2019 17:00,0.71
STP 17000TL-10 431,06.03.2019 14:00,7.82
STP 17000TL-10 435,06.03.2019 14:00,7.86
STP 17000TL-10 561,06.03.2019 14:00,7.39
STP 17000TL-10 431,06.03.2019 15:00,6.10
STP 17000TL-10 435,06.03.2019 15:00,1.92
STP 17000TL-10 561,06.03.2019 15:00,5.04
STP 17000TL-10 431,06.03.2019 16:00,2.20
STP 17000TL-10 435,06.03.2019 16:00,1.51
STP 17000TL-10 561,06.03.2019 16:00,3.09
STP 17000TL-10 431,06.03.2019 18:00,0.01
STP 17000TL-10 435,06.03.2019 18:00,0.02
STP 17000TL-10 561,06.03.2019 18:00,0.02
STP 17000TL-10 431,05.03.2019 08:00,0.51
STP 17000TL-10 435,05.03.2019 08:00,1.60
STP 17000TL-10 561,05.03.2019 08:00,1.34
STP 17000TL-10 431,05.03.2019 07:00,0.00
STP 17000TL-10 435,05.03.2019 07:00,0.09
STP 17000TL-10 561,05.03.2019 07:00,0.07
STP 17000TL-10 431,05.03.2019 09:00,3.83
STP 17000TL-10 435,05.03.2019 09:00,4.06
STP 17000TL-10 561,05.03.2019 09:00,3.45
STP 17000TL-10 431,05.03.2019 13:00,8.43
STP 17000TL-10 435,05.03.2019 13:00,8.31
STP 17000TL-10 561,05.03.2019 13:00,7.63
STP 17000TL-10 431,05.03.2019 10:00,5.95
STP 17000TL-10 435,05.03.2019 10:00,5.65
STP 17000TL-10 561,05.03.2019 10:00,4.81
STP 17000TL-10 431,05.03.2019 12:00,5.36
STP 17000TL-10 435,05.03.2019 12:00,5.24
STP 17000TL-10 561,05.03.2019 12:00,4.75
STP 17000TL-10 431,05.03.2019 11:00,4.99
STP 17000TL-10 435,05.03.2019 11:00,4.80
STP 17000TL-10 561,05.03.2019 11:00,4.18
STP 17000TL-10 431,05.03.2019 17:00,0.55
STP 17000TL-10 435,05.03.2019 17:00,0.63
STP 17000TL-10 561,05.03.2019 17:00,0.71
STP 17000TL-10 431,05.03.2019 14:00,7.82
STP 17000TL-10 435,05.03.2019 14:00,7.86
STP 17000TL-10 561,05.03.2019 14:00,7.39
STP 17000TL-10 431,05.03.2019 15:00,6.10
STP 17000TL-10 435,05.03.2019 15:00,1.92
STP 17000TL-10 561,05.03.2019 15:00,5.04
STP 17000TL-10 431,05.03.2019 16:00,2.20
STP 17000TL-10 435,05.03.2019 16:00,1.51
STP 17000TL-10 561,05.03.2019 16:00,3.09
STP 17000TL-10 431,05.03.2019 18:00,0.01
STP 17000TL-10 435,05.03.2019 18:00,0.02
STP 17000TL-10 561,05.03.2019 18:00,0.02
STP 17000TL-10 431,04.03.2019 08:00,0.51
STP 17000TL-10 435,04.03.2019 08:00,1.60
STP 17000TL-10 561,04.03.2019 08:00,1.34
STP 17000TL-10 431,04.03.2019 07:00,0.00
STP 17000TL-10 435,04.03.2019 07:00,0.09
STP 17000TL-10 561,04.03.2019 07:00,0.07
STP 17000TL-10 431,04.03.2019 09:00,3.83
STP 17000TL-10 435,04.03.2019 09:00,4.06
STP 17000TL-10 561,04.03.2019 09:00,3.45
STP 17000TL-10 431,04.03.2019 13:00,8.43
STP 17000TL-10 435,04.03.2019 13:00,8.31
STP 17000TL-10 561,04.03.2019 13:00,7.63
STP 17000TL-10 431,04.03.2019 10:00,5.95
STP 17000TL-10 435,04.03.2019 10:00,5.65
STP 17000TL-10 561,04.03.2019 10:00,4.81
STP 17000TL-10 431,04.03.2019 12:00,5.36
STP 17000TL-10 435,04.03.2019 12:00,5.24
STP 17000TL-10 561,04.03.2019 12:00,4.75
STP 17000TL-10 431,04.03.2019 11:00,4.99
STP 17000TL-10 435,04.03.2019 11:00,4.80
STP 17000TL-10 561,04.03.2019 11:00,4.18
STP 17000TL-10 431,04.03.2019 17:00,0.55
STP 17000TL-10 435,04.03.2019 17:00,0.63
STP 17000TL-10 561,04.03.2019 17:00,0.71
STP 17000TL-10 431,04.03.2019 14:00,7.82
STP 17000TL-10 435,04.03.2019 14:00,7.86
STP 17000TL-10 561,04.03.2019 14:00,7.39
STP 17000TL-10 431,04.03.2019 15:00,6.10
STP 17000TL-10 435,04.03.2019 15:00,1.92
STP 17000TL-10 561,04.03.2019 15:00,5.04
STP 17000TL-10 431,04.03.2019 16:00,2.20
STP 17000TL-10 435,04.03.2019 16:00,1.51
STP 17000TL-10 561,04.03.2019 16:00,3.09
STP 17000TL-10 431,04.03.2019 18:00,0.01
STP 17000TL-10 435,04.03.2019 18:00,0.02
STP 17000TL-10 561,04.03.2019 18:00,0.02
STP 17000TL-10 431,03.03.2019 08:00,0.51
STP 17000TL-10 435,03.03.2019 08:00,1.60
STP 17000TL-10 561,03.03.2019 08:00,1.34
STP 17000TL-10 431,03.03.2019 07:00,0.00
STP 17000TL-10 435,03.03.2019 07:00,0.09
STP 17000TL-10 561,03.03.2019 07:00,0.07
STP 17000TL-10 431,03.03.2019 09:00,3.83
STP 17000TL-10 435,03.03.2019 09:00,4.06
STP 17000TL-10 561,03.03.2019 09:00,3.45
STP 17000TL-10 431,03.03.2019 13:00,8.43
STP 17000TL-10 435,03.03.2019 13:00,8.31
STP 17000TL-10 561,03.03.2019 13:00,7.63
STP 17000TL-10 431,03.03.2019 10:00,5.95
STP 17000TL-10 435,03.03.2019 10:00,5.65
STP 17000TL-10 561,03.03.2019 10:00,4.81
STP 17000TL-10 431,03.03.2019 12:00,5.36
STP 17000TL-10 435,03.03.2019 12:00,5.24
STP 17000TL-10 561,03.03.2019 12:00,4.75
STP 17000TL-10 431,03.03.2019 11:00,4.99
STP 17000TL-10 435,03.03.2019 11:00,4.80
STP 17000TL-10 561,03.03.2019 11:00,4.18
STP 17000TL-10 431,03.03.2019 17:00,0.55
STP 17000TL-10 435,03.03.2019 17:00,0.63
STP 17000TL-10 561,03.03.2019 17:00,0.71
STP 17000TL-10 431,03.03.2019 14:00,7.82
STP 17000TL-10 435,03.03.2019 14:00,7.86
STP 17000TL-10 561,03.03.2019 14:00,7.39
STP 17000TL-10 431,03.03.2019 15:00,6.10
STP 17000TL-10 435,03.03.2019 15:00,1.92
STP 17000TL-10 561,03.03.2019 15:00,5.04
STP 17000TL-10 431,03.03.2019 16:00,2.20
STP 17000TL-10 435,03.03.2019 16:00,1.51
STP 17000TL-10 561,03.03.2019 16:00,3.09
STP 17000TL-10 431,03.03.2019 18:00,0.01
STP 17000TL-10 435,03.03.2019 18:00,0.02
STP 17000TL-10 561,03.03.2019 18:00,0.02
STP 17000TL-10 431,02.03.2019 08:00,0.51
STP 17000TL-10 435,02.03.2019 08:00,1.60
STP 17000TL-10 561,02.03.2019 08:00,1.34
STP 17000TL-10 431,02.03.2019 07:00,0.00
STP 17000TL-10 435,02.03.2019 07:00,0.09
STP 17000TL-10 561,02.03.2019 07:00,0.07
STP 17000TL-10 431,02.03.2019 09:00,3.83
STP 17000TL-10 435,02.03.2019 09:00,4.06
STP 17000TL-10 561,02.03.2019 09:00,3.45
STP 17000TL-10 431,02.03.2019 13:00,8.43
STP 17000TL-10 435,02.03.2019 13:00,8.31
STP 17000TL-10 561,02.03.2019 13:00,7.63
STP 17000TL-10 431,02.03.2019 10:00,5.95
STP 17000TL-10 435,02.03.2019 10:00,5.65
STP 17000TL-10 561,02.03.2019 10:00,4.81
STP 17000TL-10 431,02.03.2019 12:00,5.36
STP 17000TL-10 435,02.03.2019 12:00,5.24
STP 17000TL-10 561,02.03.2019 12:00,4.75
STP 17000TL-10 431,02.03.2019 11:00,4.99
STP 17000TL-10 435,02.03.2019 11:00,4.80
STP 17000TL-10 561,02.03.2019 11:00,4.18
STP 17000TL-10 431,02.03.2019 17:00,0.55
STP 17000TL-10 435,02.03.2019 17:00,0.63
STP 17000TL-10 561,02.03.2019 17:00,0.71
STP 17000TL-10 431,02.03.2019 14:00,7.82
STP 17000TL-10 435,02.03.2019 14:00,7.86
STP 17000TL-10 561,02.03.2019 14:00,7.39
STP 17000TL-10 431,02.03.2019 15:00,6.10
STP 17000TL-10 435,02.03.2019 15:00,1.92
STP 17000TL-10 561,02.03.2019 15:00,5.04
STP 17000TL-10 431,02.03.2019 16:00,2.20
STP 17000TL-10 435,02.03.2019 16:00,1.51
STP 17000TL-10 561,02.03.2019 16:00,3.09
STP 17000TL-10 431,02.03.2019 18:00,0.01
STP 17000TL-10 435,02.03.2019 18:00,0.02
STP 17000TL-10 561,02.03.2019 18:00,0.02
STP 17000TL-10 431,01.03.2019 08:00,0.51
STP 17000TL-10 435,01.03.2019 08:00,1.60
STP 17000TL-10 561,01.03.2019 08:00,1.34
STP 17000TL-10 431,01.03.2019 07:00,0.00
STP 17000TL-10 435,01.03.2019 07:00,0.09
STP 17000TL-10 561,01.03.2019 07:00,0.07
STP 17000TL-10 431,01.03.2019 09:00,3.83
STP 17000TL-10 435,01.03.2019 09:00,4.06
STP 17000TL-10 561,01.03.2019 09:00,3.45
STP 17000TL-10 431,01.03.2019 13:00,8.43
STP 17000TL-10 435,01.03.2019 13:00,8.31
STP 17000TL-10 561,01.03.2019 13:00,7.63
STP 17000TL-10 431,01.03.2019 10:00,5.95
STP 17000TL-10 435,01.03.2019 10:00,5.65
STP 17000TL-10 561,01.03.2019 10:00,4.81
STP 17000TL-10 431,01.03.2019 12:00,5.36
STP 17000TL-10 435,01.03.2019 12:00,5.24
STP 17000TL-10 561,01.03.2019 12:00,4.75
STP 17000TL-10 431,01.03.2019 11:00,4.99
STP 17000TL-10 435,01.03.2019 11:00,4.80
STP 17000TL-10 561,01.03.2019 11:00,4.18
STP 17000TL-10 431,01.03.2019 17:00,0.55
STP 17000TL-10 435,01.03.2019 17:00,0.63
STP 17000TL-10 561,01.03.2019 17:00,0.71
STP 17000TL-10 431,01.03.2019 14:00,7.82
STP 17000TL-10 435,01.03.2019 14:00,7.86
STP 17000TL-10 561,01.03.2019 14:00,7.39
STP 17000TL-10 431,01.03.2019 15:00,6.10
STP 17000TL-10 435,01.03.2019 15:00,1.92
STP 17000TL-10 561,01.03.2019 15:00,5.04
STP 17000TL-10 431,01.03.2019 16:00,2.20
STP 17000TL-10 435,01.03.2019 16:00,1.51
STP 17000TL-10 561,01.03.2019 16:00,3.09
STP 17000TL-10 431,01.03.2019 18:00,0.01
STP 17000TL-10 435,01.03.2019 18:00,0.02
STP 17000TL-10 561,01.03.2019 18:00,0.02
STP 17000TL-10 431,28.02.2019 08:00,0.51
STP 17000TL-10 435,28.02.2019 08:00,1.60
STP 17000TL-10 561,28.02.2019 08:00,1.34
STP 17000TL-10 431,28.02.2019 07:00,0.00
STP 17000TL-10 435,28.02.2019 07:00,0.09
STP 17000TL-10 561,28.02.2019 07:00,0.07
STP 17000TL-10 431,28.02.2019 09:00,3.83
STP 17000TL-10 435,28.02.2019 09:00,4.06
STP 17000TL-10 561,28.02.2019 09:00,3.45
STP 17000TL-10 431,28.02.2019 13:00,8.43
STP 17000TL-10 435,28.02.2019 13:00,8.31
STP 17000TL-10 561,28.02.2019 13:00,7.63
STP 17000TL-10 431,28.02.2019 10:00,5.95
STP 17000TL-10 435,28.02.2019 10:00,5.65
STP 17000TL-10 561,28.02.2019 10:00,4.81
STP 17000TL-10 431,28.02.2019 12:00,5.36
STP 17000TL-10 435,28.02.2019 12:00,5.24
STP 17000TL-10 561,28.02.2019 12:00,4.75
STP 17000TL-10 431,28.02.2019 11:00,4.99
STP 17000TL-10 435,28.02.2019 11:00,4.80
STP 17000TL-10 561,28.02.2019 11:00,4.18
STP 17000TL-10 431,28.02.2019 17:00,0.55
STP 17000TL-10 435,28.02.2019 17:00,0.63
STP 17000TL-10 561,28.02.2019 17:00,0.71
STP 17000TL-10 431,28.02.2019 14:00,7.82
STP 17000TL-10 435,28.02.2019 14:00,7.86
STP 17000TL-10 561,28.02.2019 14:00,7.39
STP 17000TL-10 431,28.02.2019 15:00,6.10
STP 17000TL-10 435,28.02.2019 15:00,1.92
STP 17000TL-10 561,28.02.2019 15:00,5.04
STP 17000TL-10 431,28.02.2019 16:00,2.20
STP 17000TL-10 435,28.02.2019 16:00,1.51
STP 17000TL-10 561,28.02.2019 16:00,3.09
STP 17000TL-10 431,28.02.2019 18:00,0.01
STP 17000TL-10 435,28.02.2019 18:00,0.02
STP 17000TL-10 561,28.02.2019 18:00,0.02
STP 17000TL-10 431,27.02.2019 08:00,0.51
STP 17000TL-10 435,27.02.2019 08:00,1.60
STP 17000TL-10 561,27.02.2019 08:00,1.34
STP 17000TL-10 431,27.02.2019 07:00,0.00
STP 17000TL-10 435,27.02.2019 07:00,0.09
STP 17000TL-10 561,27.02.2019 07:00,0.07
STP 17000TL-10 431,27.02.2019 09:00,3.83
STP 17000TL-10 435,27.02.2019 09:00,4.06
STP 17000TL-10 561,27.02.2019 09:00,3.45
STP 17000TL-10 431,27.02.2019 13:00,8.43
STP 17000TL-10 435,27.02.2019 13:00,8.31
STP 17000TL-10 561,27.02.2019 13:00,7.63
STP 17000TL-10 431,27.02.2019 10:00,5.95
STP 17000TL-10 435,27.02.2019 10:00,5.65
STP 17000TL-10 561,27.02.2019 10:00,4.81
STP 17000TL-10 431,27.02.2019 12:00,5.36
STP 17000TL-10 435,27.02.2019 12:00,5.24
STP 17000TL-10 561,27.02.2019 12:00,4.75
STP 17000TL-10 431,27.02.2019 11:00,4.99
STP 17000TL-10 435,27.02.2019 11:00,4.80
STP 17000TL-10 561,27.02.2019 11:00,4.18
STP 17000TL-10 431,27.02.2019 17:00,0.55
STP 17000TL-10 435,27.02.2019 17:00,0.63
STP 17000TL-10 561,27.02.2019 17:00,0.71
STP 17000TL-10 431,27.02.2019 14:00,7.82
STP 17000TL-10 435,27.02.2019 14:00,7.86
STP 17000TL-10 561,27.02.2019 14:00,7.39
STP 17000TL-10 431,27.02.2019 15:00,6.10
STP 17000TL-10 435,27.02.2019 15:00,1.92
STP 17000TL-10 561,27.02.2019 15:00,5.04
STP 17000TL-10 431,27.02.2019 16:00,2.20
STP 17000TL-10 435,27.02.2019 16:00,1.51
STP 17000TL-10 561,27.02.2019 16:00,3.09
STP 17000TL-10 431,27.02.2019 18:00,0.01
STP 17000TL-10 435,27.02.2019 18:00,0.02
STP 17000TL-10 561,27.02.2019 18:00,0.02
STP 17000TL-10 431,26.02.2019 08:00,0.51
STP 17000TL-10 435,26.02.2019 08:00,1.60
STP 17000TL-10 561,26.02.2019 08:00,1.34
STP 17000TL-10 431,26.02.2019 07:00,0.00
STP 17000TL-10 435,26.02.2019 07:00,0.09
STP 17000TL-10 561,26.02.2019 07:00,0.07
STP 17000TL-10 431,26.02.2019 09:00,3.83
STP 17000TL-10 435,26.02.2019 09:00,4.06
STP 17000TL-10 561,26.02.2019 09:00,3.45
STP 17000TL-10 431,26.02.2019 13:00,8.43
STP 17000TL-10 435,26.02.2019 13:00,8.31
STP 17000TL-10 561,26.02.2019 13:00,7.63
STP 17000TL-10 431,26.02.2019 10:00,5.95
STP 17000TL-10 435,26.02.2019 10:00,5.65
STP 17000TL-10 561,26.02.2019 10:00,4.81
STP 17000TL-10 431,26.02.2019 12:00,5.36
STP 17000TL-10 435,26.02.2019 12:00,5.24
STP 17000TL-10 561,26.02.2019 12:00,4.75
STP 17000TL-10 431,26.02.2019 11:00,4.99
STP 17000TL-10 435,26.02.2019 11:00,4.80
STP 17000TL-10 561,26.02.2019 11:00,4.18
STP 17000TL-10 431,26.02.2019 17:00,0.55
STP 17000TL-10 435,26.02.2019 17:00,0.63
STP 17000TL-10 561,26.02.2019 17:00,0.71
STP 17000TL-10 431,26.02.2019 14:00,7.82
STP 17000TL-10 435,26.02.2019 14:00,7.86
STP 17000TL-10 561,26.02.2019 14:00,7.39
STP 17000TL-10 431,26.02.2019 15:00,6.10
STP 17000TL-10 435,26.02.2019 15:00,1.92
STP 17000TL-10 561,26.02.2019 15:00,5.04
STP 17000TL-10 431,26.02.2019 16:00,2.20
STP 17000TL-10 435,26.02.2019 16:00,1.51
STP 17000TL-10 561,26.02.2019 16:00,3.09
STP 17000TL-10 431,26.02.2019 18:00,0.01
STP 17000TL-10 435,26.02.2019 18:00,0.02
STP 17000TL-10 561,26.02.2019 18:00,0.02
STP 17000TL-10 431,25.02.2019 08:00,0.51
STP 17000TL-10 435,25.02.2019 08:00,1.60
STP 17000TL-10 561,25.02.2019 08:00,1.34
STP 17000TL-10 431,25.02.2019 07:00,0.00
STP 17000TL-10 435,25.02.2019 07:00,0.09
STP 17000TL-10 561,25.02.2019 07:00,0.07
STP 17000TL-10 431,25.02.2019 09:00,3.83
STP 17000TL-10 435,25.02.2019 09:00,4.06
STP 17000TL-10 561,25.02.2019 09:00,3.45
STP 17000TL-10 431,25.02.2019 13:00,8.43
STP 17000TL-10 435,25.02.2019 13:00,8.31
STP 17000TL-10 561,25.02.2019 13:00,7.63
STP 17000TL-10 431,25.02.2019 10:00,5.95
STP 17000TL-10 435,25.02.2019 10:00,5.65
STP 17000TL-10 561,25.02.2019 10:00,4.81
STP 17000TL-10 431,25.02.2019 12:00,5.36
STP 17000TL-10 435,25.02.2019 12:00,5.24
STP 17000TL-10 561,25.02.2019 12:00,4.75
STP 17000TL-10 431,25.02.2019 11:00,4.99
STP 17000TL-10 435,25.02.2019 11:00,4.80
STP 17000TL-10 561,25.02.2019 11:00,4.18
STP 17000TL-10 431,25.02.2019 17:00,0.55
STP 17000TL-10 435,25.02.2019 17:00,0.63
STP 17000TL-10 561,25.02.2019 17:00,0.71
STP 17000TL-10 431,25.02.2019 14:00,7.82
STP 17000TL-10 435,25.02.2019 14:00,7.86
STP 17000TL-10 561,25.02.2019 14:00,7.39
STP 17000TL-10 431,25.02.2019 15:00,6.10
STP 17000TL-10 435,25.02.2019 15:00,1.92
STP 17000TL-10 561,25.02.2019 15:00,5.04
STP 17000TL-10 431,25.02.2019 16:00,2.20
STP 17000TL-10 435,25.02.2019 16:00,1.51
STP 17000TL-10 561,25.02.2019 16:00,3.09
STP 17000TL-10 431,25.02.2019 18:00,0.01
STP 17000TL-10 435,25.02.2019 18:00,0.02
STP 17000TL-10 561,25.02.2019 18:00,0.02
STP 17000TL-10 431,24.02.2019 08:00,0.51
STP 17000TL-10 435,24.02.2019 08:00,1.60
STP 17000TL-10 561,24.02.2019 08:00,1.34
STP 17000TL-10 431,24.02.2019 07:00,0.00
STP 17000TL-10 435,24.02.2019 07:00,0.09
STP 17000TL-10 561,24.02.2019 07:00,0.07
STP 17000TL-10 431,24.02.2019 09:00,3.83
STP 17000TL-10 435,24.02.2019 09:00,4.06
STP 17000TL-10 561,24.02.2019 09:00,3.45
STP 17000TL-10 431,24.02.2019 13:00,8.43
STP 17000TL-10 435,24.02.2019 13:00,8.31
STP 17000TL-10 561,24.02.2019 13:00,7.63
STP 17000TL-10 431,24.02.2019 10:00,5.95
STP 17000TL-10 435,24.02.2019 10:00,5.65
STP 17000TL-10 561,24.02.2019 10:00,4.81
STP 17000TL-10 431,24.02.2019 12:00,5.36
STP 17000TL-10 435,24.02.2019 12:00,5.24
STP 17000TL-10 561,24.02.2019 12:00,4.75
STP 17000TL-10 431,24.02.2019 11:00,4.99
STP 17000TL-10 435,24.02.2019 11:00,4.80
STP 17000TL-10 561,24.02.2019 11:00,4.18
STP 17000TL-10 431,24.02.2019 17:00,0.55
STP 17000TL-10 435,24.02.2019 17:00,0.63
STP 17000TL-10 561,24.02.2019 17:00,0.71
STP 17000TL-10 431,24.02.2019 14:00,7.82
STP 17000TL-10 435,24.02.2019 14:00,7.86
STP 17000TL-10 561,24.02.2019 14:00,7.39
STP 17000TL-10 431,24.02.2019 15:00,6.10
STP 17000TL-10 435,24.02.2019 15:00,1.92
STP 17000TL-10 561,24.02.2019 15:00,5.04
STP 17000TL-10 431,24.02.2019 16:00,2.20
STP 17000TL-10 435,24.02.2019 16:00,1.51
STP 17000TL-10 561,24.02.2019 16:00,3.09
STP 17000TL-10 431,24.02.2019 18:00,0.01
STP 17000TL-10 435,24.02.2019 18:00,0.02
STP 17000TL-10 561,24.02.2019 18:00,0.02
STP 17000TL-10 431,23.02.2019 08:00,0.51
STP 17000TL-10 435,23.02.2019 08:00,1.60
STP 17000TL-10 561,23.02.2019 08:00,1.34
STP 17000TL-10 431,23.02.2019 07:00,0.00
STP 17000TL-10 435,23.02.2019 07:00,0.09
STP 17000TL-10 561,23.02.2019 07:00,0.07
STP 17000TL-10 431,23.02.2019 09:00,3.83
STP 17000TL-10 435,23.02.2019 09:00,4.06
STP 17000TL-10 561,23.02.2019 09:00,3.45
STP 17000TL-10 431,23.02.2019 13:00,8.43
STP 17000TL-10 435,23.02.2019 13:00,8.31
STP 17000TL-10 561,23.02.2019 13:00,7.63
STP 17000TL-10 431,23.02.2019 10:00,5.95
STP 17000TL-10 435,23.02.2019 10:00,5.65
STP 17000TL-10 561,23.02.2019 10:00,4.81
STP 17000TL-10 431,23.02.2019 12:00,5.36
STP 17000TL-10 435,23.02.2019 12:00,5.24
STP 17000TL-10 561,23.02.2019 12:00,4.75
STP 17000TL-10 431,23.02.2019 11:00,4.99
STP 17000TL-10 435,23.02.2019 11:00,4.80
STP 17000TL-10 561,23.02.2019 11:00,4.18
STP 17000TL-10 431,23.02.2019 17:00,0.55
STP 17000TL-10 435,23.02.2019 17:00,0.63
STP 17000TL-10 561,23.02.2019 17:00,0.71
STP 17000TL-10 431,23.02.2019 14:00,7.82
STP 17000TL-10 435,23.02.2019 14:00,7.86
STP 17000TL-10 561,23.02.2019 14:00,7.39
STP 17000TL-10 431,23.02.2019 15:00,6.10
STP 17000TL-10 435,23.02.2019 15:00,1.92
STP 17000TL-10 561,23.02.2019 15:00,5.04
STP 17000TL-10 431,23.02.2019 16:00,2.20
STP 17000TL-10 435,23.02.2019 16:00,1.51
STP 17000TL-10 561,23.02.2019 16:00,3.09
STP 17000TL-10 431,23.02.2019 18:00,0.01
STP 17000TL-10 435,23.02.2019 18:00,0.02
STP 17000TL-10 561,23.02.2019 18:00,0.02
STP 17000TL-10 431,22.02.2019 08:00,0.51
STP 17000TL-10 435,22.02.2019 08:00,1.60
STP 17000TL-10 561,22.02.2019 08:00,1.34
STP 17000TL-10 431,22.02.2019 07:00,0.00
STP 17000TL-10 435,22.02.2019 07:00,0.09
STP 17000TL-10 561,22.02.2019 07:00,0.07
STP 17000TL-10 431,22.02.2019 09:00,3.83
STP 17000TL-10 435,22.02.2019 09:00,4.06
STP 17000TL-10 561,22.02.2019 09:00,3.45
STP 17000TL-10 431,22.02.2019 13:00,8.43
STP 17000TL-10 435,22.02.2019 13:00,8.31
STP 17000TL-10 561,22.02.2019 13:00,7.63
STP 17000TL-10 431,22.02.2019 10:00,5.95
STP 17000TL-10 435,22.02.2019 10:00,5.65
STP 17000TL-10 561,22.02.2019 10:00,4.81
STP 17000TL-10 431,22.02.2019 12:00,5.36
STP 17000TL-10 435,22.02.2019 12:00,5.24
STP 17000TL-10 561,22.02.2019 12:00,4.75
STP 17000TL-10 431,22.02.2019 11:00,4.99
STP 17000TL-10 435,22.02.2019 11:00,4.80
STP 17000TL-10 561,22.02.2019 11:00,4.18
STP 17000TL-10 431,22.02.2019 17:00,0.55
STP 17000TL-10 435,22.02.2019 17:00,0.63
STP 17000TL-10 561,22.02.2019 17:00,0.71
STP 17000TL-10 431,22.02.2019 14:00,7.82
STP 17000TL-10 435,22.02.2019 14:00,7.86
STP 17000TL-10 561,22.02.2019 14:00,7.39
STP 17000TL-10 431,22.02.2019 15:00,6.10
STP 17000TL-10 435,22.02.2019 15:00,1.92
STP 17000TL-10 561,22.02.2019 15:00,5.04
STP 17000TL-10 431,22.02.2019 16:00,2.20
STP 17000TL-10 435,22.02.2019 16:00,1.51
STP 17000TL-10 561,22.02.2019 16:00,3.09
STP 17000TL-10 431,22.02.2019 18:00,0.01
STP 17000TL-10 435,22.02.2019 18:00,0.02
STP 17000TL-10 561,22.02.2019 18:00,0.02
STP 17000TL-10 431,21.02.2019 08:00,0.51
STP 17000TL-10 435,21.02.2019 08:00,1.60
STP 17000TL-10 561,21.02.2019 08:00,1.34
STP 17000TL-10 431,21.02.2019 07:00,0.00
STP 17000TL-10 435,21.02.2019 07:00,0.09
STP 17000TL-10 561,21.02.2019 07:00,0.07
STP 17000TL-10 431,21.02.2019 09:00,3.83
STP 17000TL-10 435,21.02.2019 09:00,4.06
STP 17000TL-10 561,21.02.2019 09:00,3.45
STP 17000TL-10 431,21.02.2019 13:00,8.43
STP 17000TL-10 435,21.02.2019 13:00,8.31
STP 17000TL-10 561,21.02.2019 13:00,7.63
STP 17000TL-10 431,21.02.2019 10:00,5.95
STP 17000TL-10 435,21.02.2019 10:00,5.65
STP 17000TL-10 561,21.02.2019 10:00,4.81
STP 17000TL-10 431,21.02.2019 12:00,5.36
STP 17000TL-10 435,21.02.2019 12:00,5.24
STP 17000TL-10 561,21.02.2019 12:00,4.75
STP 17000TL-10 431,21.02.2019 11:00,4.99
STP 17000TL-10 435,21.02.2019 11:00,4.80
STP 17000TL-10 561,21.02.2019 11:00,4.18
STP 17000TL-10 431,21.02.2019 17:00,0.55
STP 17000TL-10 435,21.02.2019 17:00,0.63
STP 17000TL-10 561,21.02.2019 17:00,0.71
STP 17000TL-10 431,21.02.2019 14:00,7.82
STP 17000TL-10 435,21.02.2019 14:00,7.86
STP 17000TL-10 561,21.02.2019 14:00,7.39
STP 17000TL-10 431,21.02.2019 15:00,6.10
STP 17000TL-10 435,21.02.2019 15:00,1.92
STP 17000TL-10 561,21.02.2019 15:00,5.04
STP 17000TL-10 431,21.02.2019 16:00,2.20
STP 17000TL-10 435,21.02.2019 16:00,1.51
STP 17000TL-10 561,21.02.2019 16:00,3.09
STP 17000TL-10 431,21.02.2019 18:00,0.01
STP 17000TL-10 435,21.02.2019 18:00,0.02
STP 17000TL-10 561,21.02.2019 18:00,0.02
STP 17000TL-10 431,20.02.2019 08:00,0.51
STP 17000TL-10 435,20.02.2019 08:00,1.60
STP 17000TL-10 561,20.02.2019 08:00,1.34
STP 17000TL-10 431,20.02.2019 07:00,0.00
STP 17000TL-10 435,20.02.2019 07:00,0.09
STP 17000TL-10 561,20.02.2019 07:00,0.07
STP 17000TL-10 431,20.02.2019 09:00,3.83
STP 17000TL-10 435,20.02.2019 09:00,4.06
STP 17000TL-10 561,20.02.2019 09:00,3.45
STP 17000TL-10 431,20.02.2019 13:00,8.43
STP 17000TL-10 435,20.02.2019 13:00,8.31
STP 17000TL-10 561,20.02.2019 13:00,7.63
STP 17000TL-10 431,20.02.2019 10:00,5.95
STP 17000TL-10 435,20.02.2019 10:00,5.65
STP 17000TL-10 561,20.02.2019 10:00,4.81
STP 17000TL-10 431,20.02.2019 12:00,5.36
STP 17000TL-10 435,20.02.2019 12:00,5.24
STP 17000TL-10 561,20.02.2019 12:00,4.75
STP 17000TL-10 431,20.02.2019 11:00,4.99
STP 17000TL-10 435,20.02.2019 11:00,4.80
STP 17000TL-10 561,20.02.2019 11:00,4.18
STP 17000TL-10 431,20.02.2019 17:00,0.55
STP 17000TL-10 435,20.02.2019 17:00,0.63
STP 17000TL-10 561,20.02.2019 17:00,0.71
STP 17000TL-10 431,20.02.2019 14:00,7.82
STP 17000TL-10 435,20.02.2019 14:00,7.86
